folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
088v,88v,088v_2,casting,Sable de sel gemme pulverise et sable de mine subtilie sur le mabre,Sable de sel gemme pulverisé et sable de mine subtilié sur le mabre,Sand from pulverized rock salt and sand from the mine finely ground on marble ,,,,mains,mains,hands,,,,,,,roche; mine; cave; a lhumide; pierriere; nature,roche; à l’humide; mine; cave; pierriere; nature,in dampness; mine; quarry; rock formation; nature; cellar,bourre; sel gemme; cuyvre; sables gras; sable de sel gemme pulverise; metal; sables artificiels; papier; bled orbere; pierre; sable mineral; porphire; sable de mine; sel; eau; plomb; bled en farine; mabre,bourre; sel gemme; cuyvre; sables gras; metal; sables artificiels; papier; pierre; sable mineral; porphire; sable de mine; sel; sable de sel gemme pulverisé; eau; plomb; bled en farine; bled orberé; mabre,paper; sand from the mine; rock; salts; water; copper; metal; marble; porphyry; lead; cloth waste; mineral sand; orberé grain; fat sands; artificial sands; rock salt; sand from pulverized rock salt; wheat flour,,,,nuict,nuict,night,,,,bled; bled orbere,bled orberé; bled,wheat; orberé grain,,,,,,,artisans qui travaillent en grand ouvrage,artisans qui travaillent en grand ouvrage,artisans who work on big works,frangible entre les mains,frangible entre les mains,break apart between your hands,mortier; piles; mains; manche de chemise; double tamis; papier; porphire; tamis; chassis; mabre,mortier; mains; manche de chemise; double tamis; papier; porphire; tamis; pilés; chassis; mabre,paper; mortar; marble; porphyry; pestled; sleeve of a shirt; double sieve; hands; sieve; frame,nuict,nuict,night,,,
089r,89r,089r_1,casting,Sable dos de boeuf brusle et sal gemme,Sable d’os de boeuf bruslé et sal gemme,Sand of burnt ox bones and rock salt,boeuf,boeuf,ox,,,,,,,,,,humeur de la cave; serain de la nuit,humeur de la cave; serain de la nuit,moisture of the cellar; serain of the night,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable dos de boeuf brusle et sal gemme; porphire; plomb; estain doulx; sels,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable d’os de boeuf bruslé et sal gemme; porphire; plomb; estain doulx; sels,soft tin; felt; paper; bone of the foot of oxen; tripoli; salts; tin; porphyry; lead; fat sand; sand of burnt ox bones and rock salt; ashes; natural sand; fine lead,,,,aultant dun que daultre,aultant d’un que d’aultre,as much of one as the other,,,,,,,,,,,,,,,,,,,chassis; porphire; serviette; papier,chassis; porphire; serviette; papier,napkin; paper; porphyry; frame,serain de la nuit,serain de la nuit,serain of the night,,,
089r,89r,089r_2,casting,Sable dos de boeuf brusle et sal gemme,Sable d’os de boeuf bruslé et sal gemme,Sand of burnt ox bones and rock salt,boeuf,boeuf,ox,,,,,,,,,,humeur de la cave; serain de la nuit,humeur de la cave; serain de la nuit,moisture of the cellar; serain of the night,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable dos de boeuf brusle et sal gemme; porphire; plomb; estain doulx; sels,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable d’os de boeuf bruslé et sal gemme; porphire; plomb; estain doulx; sels,soft tin; felt; paper; bone of the foot of oxen; tripoli; salts; tin; porphyry; lead; fat sand; sand of burnt ox bones and rock salt; ashes; natural sand; fine lead,,,,aultant dun que daultre,aultant d’un que d’aultre,as much of one as the other,,,,,,,,,,,,,,,,,,,chassis; porphire; serviette; papier,chassis; porphire; serviette; papier,napkin; paper; porphyry; frame,serain de la nuit,serain de la nuit,serain of the night,,,
089r,89r,089r_3,casting,Sable dos de boeuf brusle et sal gemme,Sable d’os de boeuf bruslé et sal gemme,Sand of burnt ox bones and rock salt,boeuf,boeuf,ox,,,,,,,,,,humeur de la cave; serain de la nuit,humeur de la cave; serain de la nuit,moisture of the cellar; serain of the night,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable dos de boeuf brusle et sal gemme; porphire; plomb; estain doulx; sels,cendres; estaim; os de pied de boeuf; foeultre; sable naturel; tripoly; papier; plomb fin; sable gras; sable d’os de boeuf bruslé et sal gemme; porphire; plomb; estain doulx; sels,soft tin; felt; paper; bone of the foot of oxen; tripoli; salts; tin; porphyry; lead; fat sand; sand of burnt ox bones and rock salt; ashes; natural sand; fine lead,,,,aultant dun que daultre,aultant d’un que d’aultre,as much of one as the other,,,,,,,,,,,,,,,,,,,chassis; porphire; serviette; papier,chassis; porphire; serviette; papier,napkin; paper; porphyry; frame,serain de la nuit,serain de la nuit,serain of the night,,,
089v,89v,089v_1,casting,Sel armoniac et albastre,Sel armoniac et albastre,Sal ammoniac and alabaster,,,,main; poignees,main; poignées,fistfuls; hand,,,,,,,lieu humide; mine; ville; au serain; cave; a lhumide,à l’humide; mine; ville; au serain; cave; en lieu humide,in the serain; town; in dampness; mine; cave; in a damp place,eau gommee ou pure; albastre calcine; sable de mine blanc des verriers; armoniac; sable qui despouille bien; huile daspic; papier; sels propres aulx metaulx; pierre; moustarde; porphire; sel; sel armoniac; sable blanc mai comme du sel; huile ou dolive noix ou pour mieulx daspic; albastre pulverise; albastre; mabre,"armoniac; porphire; sel armoniac; huile, ou d’olive, noix ou pour mieulx d’aspic; albastre; sable qui despouille bien; moustarde; mabre; albastre calciné; sable de mine blanc des verriers; sels propres aulx metaulx; papier; eau gommee ou pure; albastre pulverisé; huile daspic; sel armoniac bien pulverisé; pierre; sel; sable blanc mai comme du sel","glassmakers’ white sand from the mine; gummed or pure water; paper; sal ammoniac, well pulverized; marble; stone; sand, white mai, like salt; porphyry; sal ammoniac; spike lavender oil; oil either of olive, walnut, or even better spike lavender; mustard; ammoniac; salt; alabaster, pulverized; calcined alabaster; alabaster; salts appropriate for metals",,,,jour; ℥; jours; lb,jour; ℥; jours; lb,days; ℥; lb,,,,olive; noix; aspic,olive; noix; aspic,olive; spike lavender; walnut,cominge; aurignac,cominge; aurignac,cominge; aurignac,,,,potiers; verriers,potiers; verriers,potters; glassmakers; glassmakers’,,,,feille de papier; porphire; moule; main; chassis; serviette; mabre,feille de papier; porphire; moule; main; chassis; serviette; mabre,mold; napkin; marble; porphyry; piece of paper; hand; frame,serain; jour; jours,serain; jour; jours,serain; days,,,
089v,89v,089v_2,casting,Sel armoniac et albastre,Sel armoniac et albastre,Sal ammoniac and alabaster,,,,main; poignees,main; poignées,fistfuls; hand,,,,,,,lieu humide; mine; ville; au serain; cave; a lhumide,à l’humide; mine; ville; au serain; cave; en lieu humide,in the serain; town; in dampness; mine; cave; in a damp place,eau gommee ou pure; albastre calcine; sable de mine blanc des verriers; armoniac; sable qui despouille bien; huile daspic; papier; sels propres aulx metaulx; pierre; moustarde; porphire; sel; sel armoniac; sable blanc mai comme du sel; huile ou dolive noix ou pour mieulx daspic; albastre pulverise; albastre; mabre,"armoniac; porphire; sel armoniac; huile, ou d’olive, noix ou pour mieulx d’aspic; albastre; sable qui despouille bien; moustarde; mabre; albastre calciné; sable de mine blanc des verriers; sels propres aulx metaulx; papier; eau gommee ou pure; albastre pulverisé; huile daspic; sel armoniac bien pulverisé; pierre; sel; sable blanc mai comme du sel","glassmakers’ white sand from the mine; gummed or pure water; paper; sal ammoniac, well pulverized; marble; stone; sand, white mai, like salt; porphyry; sal ammoniac; spike lavender oil; oil either of olive, walnut, or even better spike lavender; mustard; ammoniac; salt; alabaster, pulverized; calcined alabaster; alabaster; salts appropriate for metals",,,,jour; ℥; jours; lb,jour; ℥; jours; lb,days; ℥; lb,,,,olive; noix; aspic,olive; noix; aspic,olive; spike lavender; walnut,cominge; aurignac,cominge; aurignac,cominge; aurignac,,,,potiers; verriers,potiers; verriers,potters; glassmakers; glassmakers’,,,,feille de papier; porphire; moule; main; chassis; serviette; mabre,feille de papier; porphire; moule; main; chassis; serviette; mabre,mold; napkin; marble; porphyry; piece of paper; hand; frame,serain; jour; jours,serain; jour; jours,serain; days,,,
090r,90r,090r_1,casting,Sel armoniac et mache de fer,Sel armoniac et mache de fer,Sal ammoniac and iron dross,,,,doigts,doigts,fingers,,,,,,,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; cave; au profond de la sablonniere; aulx territoires maigres,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; au profond de la sablonniere; en la cave; aulx territoires maigres,in the serain; near the rocks in mountainous areas; in the surroundings of all the bonnes villes; mine; close to their house; lean territories; from the depths of the sand-bed; cellar,terre; crocum ferri; sable; arene; sables; porphire; ardoise calcinee; celuy des mine; sel armoniac; mache de fer; sable de mine; bronze; mache de fer pulverisee &amp; subtiliee,terre; crocum ferri; mache de fer pulverisée &amp; subtiliée; sable; sables; porphire; ardoise calcinée; celuy des mine; sel armoniac; mache de fer; sable de mine; bronze; arene,iron dross; the one of the s mines; sand; crocum ferri; porphyry; earth; sand from a mine; sands; bronze; pulverized &amp; finely ground iron dross; sal ammoniac; calcined slate; arene,,,,,,,,,,,,,venise; parys pres la saincte chappelle; bonnes villes; lyon; foix,venise; parys prés la saincte chappelle; bonnes villes; lyon; foix,venise; parys near the sainct chappelle; bonnes villes; lyon; foix,,,,mouleurs; artisans; artisans qui travaillent en grands ouvraiges,mouleurs; artisans; artisans qui travaillent en grands ouvraiges,artisans who work in big works; artisans; molders,qui se trouve doulx en le maniant entre les doigts,qui se trouve doulx en le maniant entre les doigts,soft when handling it between your fingers,double tamis; serviete; porphire; doigts; mortier de bronze,double tamis; serviete; porphire; doigts; mortier de bronze,porphyry; bronze mortar; fingers; double sieve; napkin,serain,serain,serain,,,
090r,90r,090r_2,casting,Sel armoniac et mache de fer,Sel armoniac et mache de fer,Sal ammoniac and iron dross,,,,doigts,doigts,fingers,,,,,,,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; cave; au profond de la sablonniere; aulx territoires maigres,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; au profond de la sablonniere; en la cave; aulx territoires maigres,in the serain; near the rocks in mountainous areas; in the surroundings of all the bonnes villes; mine; close to their house; lean territories; from the depths of the sand-bed; cellar,terre; crocum ferri; sable; arene; sables; porphire; ardoise calcinee; celuy des mine; sel armoniac; mache de fer; sable de mine; bronze; mache de fer pulverisee &amp; subtiliee,terre; crocum ferri; mache de fer pulverisée &amp; subtiliée; sable; sables; porphire; ardoise calcinée; celuy des mine; sel armoniac; mache de fer; sable de mine; bronze; arene,iron dross; the one of the s mines; sand; crocum ferri; porphyry; earth; sand from a mine; sands; bronze; pulverized &amp; finely ground iron dross; sal ammoniac; calcined slate; arene,,,,,,,,,,,,,venise; parys pres la saincte chappelle; bonnes villes; lyon; foix,venise; parys prés la saincte chappelle; bonnes villes; lyon; foix,venise; parys near the sainct chappelle; bonnes villes; lyon; foix,,,,mouleurs; artisans; artisans qui travaillent en grands ouvraiges,mouleurs; artisans; artisans qui travaillent en grands ouvraiges,artisans who work in big works; artisans; molders,qui se trouve doulx en le maniant entre les doigts,qui se trouve doulx en le maniant entre les doigts,soft when handling it between your fingers,double tamis; serviete; porphire; doigts; mortier de bronze,double tamis; serviete; porphire; doigts; mortier de bronze,porphyry; bronze mortar; fingers; double sieve; napkin,serain,serain,serain,,,
090r,90r,090r_3,casting,Sel armoniac et mache de fer,Sel armoniac et mache de fer,Sal ammoniac and iron dross,,,,doigts,doigts,fingers,,,,,,,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; cave; au profond de la sablonniere; jardins; aulx territoires maigres,aulx environs de toutes les bonnes villes; mine; pres de leur demeure; pres des rochers aulx pays montueulx; au serain; au profond de la sablonniere; jardins; en la cave; aulx territoires maigres,in the serain; near the rocks in mountainous areas; in the surroundings of all the bonnes villes; mine; close to their house; lean territories; from the depths of the sand-bed; gardens; cellar,porphire; sel armoniac; ardoise calcinee; bronze; terre; terre fondue des potiers; crocum ferri; sable; cendres de papier; moustarde; mache de fer pulverisee &amp; subtiliee; linge ou foeultre brusle; croye; celuy des mine; mache de fer; sables; sable de mine; eau; sels; eau sel; arene,porphire; sel armoniac; bronze; terre; linge ou foeultre bruslé; terre fondue des potiers; crocum ferri; mache de fer pulverisée &amp; subtiliée; sable; cendres de papier; moustarde; croye; ardoise calcinée; celuy des mine; mache de fer; sables; sable de mine; eau; sels; eau sel; arene,"water; terre fondue of potters; sand from a mine; bronze; sal ammoniac; calcined slate; salts; the one of the s mines; crocum ferri; earth; chalk; iron dross; sand; linen, or burned felt; pulverized &amp; finely ground iron dross; salt water; ashes of paper; porphyry; sands; soil; arene",,,,de deulx ans en deulx ans,de deulx ans en deulx ans,every two years,,,,orangers,orangers,orange tree; orange trees,venise; lombardie; italie; parys pres la saincte chappelle; bonnes villes; lyon; foix,venise; lombardie; italie; parys prés la saincte chappelle; bonnes villes; lyon; foix,venise; italy; parys near the sainct chappelle; lombardy; bonnes villes; lyon; foix,,,,potiers; mouleurs; artisans; artisans qui travaillent en grands ouvraiges,potiers; mouleurs; artisans; artisans qui travaillent en grands ouvraiges,potters; artisans who work in big works; artisans; molders,qui se trouve doulx en le maniant entre les doigts,qui se trouve doulx en le maniant entre les doigts,soft when handling it between your fingers,mortier; caisses; vaisseau; vis; clous; boucles; double tamis; caisses quarrees de bois; serviete; porphire; doigts; tamis; moulin de moustarde; leniers; mortier de bronze,mortier; caisses; vaisseau; caisses quarreés de bois; vis; clous; boucles; double tamis; serviete; porphire; doigts; tamis; moulin de moustarde; leniers; mortier de bronze,mustard mill; buckles; square wooden cases; nails; mortar; porphyry; bronze mortar; fingers; double sieve; cases; vessel; screws; sieve; napkin; straps,de deulx ans en deulx ans; serain,de deulx ans en deulx ans; serain,serain; every two years,,,
090v,90v,090v_1,casting,Terre fondue des potiers,Terre fondue des potiers,Terre fondue of potters,,,,,,,,,,,,,jardins,jardins,gardens,terre; linge ou foeultre brusle; terre fondue des potiers; croye; cendres de papier; sables; moustarde; porphire; eau; sels; eau sel,terre; linge ou foeultre bruslé; terre fondue des potiers; croye; cendres de papier; sables; moustarde; porphire; eau; sels; eau sel,"ashes of paper; water; salts; linen, or burned felt; terre fondue of potters; porphyry; sands; salt water; soil; chalk",,,,de deulx ans en deulx ans,de deulx ans en deulx ans,every two years,,,,orangers,orangers,orange tree; orange trees,lombardie; italie,lombardie; italie,lombardy; italy,,,,potiers,potiers,potters,,,,mortier; caisses; vaisseau; vis; clous; boucles; caisses quarrees de bois; porphire; tamis; moulin de moustarde; leniers,mortier; caisses; vaisseau; caisses quarreés de bois; vis; clous; boucles; porphire; tamis; moulin de moustarde; leniers,mustard mill; buckles; square wooden cases; nails; mortar; porphyry; cases; vessel; screws; sieve; straps,de deulx ans en deulx ans,de deulx ans en deulx ans,every two years,,,
090v,90v,090v_2,casting,Terre fondue des potiers,Terre fondue des potiers,Terre fondue of potters,,,,,,,,,,,,,jardins,jardins,gardens,terre; linge ou foeultre brusle; terre fondue des potiers; croye; cendres de papier; sables; moustarde; porphire; eau; sels; eau sel,terre; linge ou foeultre bruslé; terre fondue des potiers; croye; cendres de papier; sables; moustarde; porphire; eau; sels; eau sel,"ashes of paper; water; salts; linen, or burned felt; terre fondue of potters; porphyry; sands; salt water; soil; chalk",,,,de deulx ans en deulx ans,de deulx ans en deulx ans,every two years,,,,orangers,orangers,orange tree; orange trees,lombardie; italie,lombardie; italie,lombardy; italy,,,,potiers,potiers,potters,,,,mortier; caisses; vaisseau; vis; clous; boucles; caisses quarrees de bois; porphire; tamis; moulin de moustarde; leniers,mortier; caisses; vaisseau; caisses quarreés de bois; vis; clous; boucles; porphire; tamis; moulin de moustarde; leniers,mustard mill; buckles; square wooden cases; nails; mortar; porphyry; cases; vessel; screws; sieve; straps,de deulx ans en deulx ans,de deulx ans en deulx ans,every two years,,,
091r,91r,091r_1,cultivation,Hanter,Hanter,Grafting,seiche,seiche,cuttlefish,,,,,,,,,,en lieu humide; en temps serain &amp; doulx &amp; non trop froid &amp; venteulx,"en temps serain &amp; doulx, &amp; non trop froid &amp; venteulx; en lieu humide","serain &amp; mild weather, &amp; not too cold &amp; windy; in a damp place",os de seiche; tuile; charbon de saule pulverise; brique; metal; charbon de saule; plomb; os,os de seiche; tuile; charbon de saule pulverisé; brique; metal; charbon de saule; plomb; os,brick; bones; rooftile; metal; cuttlefish bone; lead; pulverized willow charcoal; bone; willow charcoal,,,,,,,,,,amendiers; saule; prunier; persees; abricots; vigne,amendiers; saule; prunier; abricots; persées; vigne,apricot trees; peaches; prune trees; willow; vine; apricots; almond trees,,,,,,,,,,,,,os de seiche; contre os; ciselet; trancheplume; tuile a crochet; marteau; moule; os; costeau,os de seiche; contre os; ciselet; trancheplume; moule; marteau; tuile à crochet; os; costeau,chisel; mold; bones; cuttlefish bone; penknife; bone; counter bone; hammer; hooked rooftile; knife,,,,,,
091r,91r,091r_2,cultivation,Hanter,Hanter,Grafting,seiche,seiche,cuttlefish,genoux; mains,genoux; mains,two; hands,,,,,,,en lieu humide; en temps serain &amp; doulx &amp; non trop froid &amp; venteulx,"en temps serain &amp; doulx, &amp; non trop froid &amp; venteulx; en lieu humide","serain &amp; mild weather, &amp; not too cold &amp; windy; in a damp place",os de seiche; estaim; tuile; charbon de saule pulverise; ardille; brique; metal; charbon de saule; estain; huilee; bois; plomb; os; pouldre de charbon de saule; huile,os de seiche; estaim; tuile; charbon de saule pulverisé; ardille; brique; metal; charbon de saule; huilée; estain; bois; plomb; os; pouldre de charbon de saule; huile,clay; willow charcoal powder; oily; brick; bones; rooftile; wood; metal; cuttlefish bone; tin; lead; pulverized willow charcoal; bone; oil; willow charcoal,,,,proportion,proportion,proportion,,,,amendiers; saule; prunier; persees; abricots; vigne,amendiers; saule; prunier; abricots; persées; vigne,apricot trees; peaches; prune trees; willow; vine; apricots; almond trees,,,,,,,,,,,,,os de seiche; contre os; presse; ciselet; trancheplume; pointes de bois; tuile a crochet; marteau; mains joinctes entre les deulx genoux; moule; os; chassis; costeau; broisses,os de seiche; contre os; presse; ciselet; trancheplume; moule; pointes de bois; marteau; mains joinctes entre les deulx genoux; tuile à crochet; os; chassis; costeau; broisses,chisel; mold; shards of wood; press; bones; hands joined between your two knees; cuttlefish bone; brush; penknife; frame; bone; counter bone; hammer; hooked rooftile; knife,,,,,,
092r,92r,092r_1,casting,Sable Mixture aysee a fondre,Sable Mixture aysée à fondre,Sand Mixture easy to melt,,,,,,,,,,,,,,,,estain fin; argent vif arreste; argent; plomb fin; potin; plomb; cuivre; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,estain fin; argent; plomb fin; potin; plomb; cuivre; argent vif arresté; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,"soft tin; solder; fine tin; verd; copper; water; sand; tin; fixed quicksilver; lead; potin; silver; looking glass tin; lamp black; founder’s earth, which founders use; clay earth; fine lead",,,,moictie; ℥; sable; partie; partye,partye; ℥; sable; partie; moictié,half; part; ℥,,,,,,,,,,,,,fondeurs,fondeurs,founder; founders,,,,chassis; plat destaim fin; pinceau,chassis; plat d’estaim fin; pinceau,paintbrush; frame; dish of fine tin,,,,,,
092r,92r,092r_2,casting,Sable Mixture aysee a fondre,Sable Mixture aysée à fondre,Sand Mixture easy to melt,,,,,,,,,,,,,,,,estain fin; argent vif arreste; argent; plomb fin; potin; plomb; cuivre; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,estain fin; argent; plomb fin; potin; plomb; cuivre; argent vif arresté; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,"soft tin; solder; fine tin; verd; copper; water; sand; tin; fixed quicksilver; lead; potin; silver; looking glass tin; lamp black; founder’s earth, which founders use; clay earth; fine lead",,,,moictie; ℥; sable; partie; partye,partye; ℥; sable; partie; moictié,half; part; ℥,,,,,,,,,,,,,fondeurs,fondeurs,founder; founders,,,,chassis; plat destaim fin; pinceau,chassis; plat d’estaim fin; pinceau,paintbrush; frame; dish of fine tin,,,,,,
092r,92r,092r_3,casting,Sable Mixture aysee a fondre,Sable Mixture aysée à fondre,Sand Mixture easy to melt,,,,,,,,,,,,,,,,estain fin; argent vif arreste; argent; plomb fin; potin; plomb; cuivre; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,estain fin; argent; plomb fin; potin; plomb; cuivre; argent vif arresté; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,"soft tin; solder; fine tin; verd; copper; water; sand; tin; fixed quicksilver; lead; potin; silver; looking glass tin; lamp black; founder’s earth, which founders use; clay earth; fine lead",,,,moictie; ℥; sable; partie; partye,partye; ℥; sable; partie; moictié,half; part; ℥,,,,,,,,,,,,,fondeurs,fondeurs,founder; founders,,,,chassis; plat destaim fin; pinceau,chassis; plat d’estaim fin; pinceau,paintbrush; frame; dish of fine tin,,,,,,
092r,92r,092r_4,casting,Sable Mixture aysee a fondre,Sable Mixture aysée à fondre,Sand Mixture easy to melt,,,,,,,,,,,,,,,,estain fin; argent vif arreste; argent; plomb fin; potin; plomb; cuivre; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,estain fin; argent; plomb fin; potin; plomb; cuivre; argent vif arresté; estaim de glace; estain doulx; estaim fin; terre ardille; terre bourre dont usent les fondeurs; estaim; verd; noir de lampe; estaim doux; souldure; estain; eau,"soft tin; solder; fine tin; verd; copper; water; sand; tin; fixed quicksilver; lead; potin; silver; looking glass tin; lamp black; founder’s earth, which founders use; clay earth; fine lead",,,,moictie; ℥; sable; partie; partye,partye; ℥; sable; partie; moictié,half; part; ℥,,,,,,,,,,,,,fondeurs,fondeurs,founder; founders,,,,chassis; plat destaim fin; pinceau,chassis; plat d’estaim fin; pinceau,paintbrush; frame; dish of fine tin,,,,,,
092v,92v,092v_1,casting,Sable des telines et moules de riviere,Sable des telines et moules de riviere,Sand from river tellins and mussels,coquilles; moules; telines,coquilles; moules; telines,tellin; mussel; shell,,,,,,,,,,rivieres deau doulce; riviere,riviere; rivieres d’eau doulce,fresh water rivers; river,sable blanc impalpable; mercure congelle; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure,sable blanc impalpable; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure; mercure congellé,fine tin; looking glass tin; verdet; impalpable white sand; solder; filth; ☿; tin; lead; fine lead; iron; congealed mercury; old water from farriers; shells; mercury; vitriol of saltpetre; aquafortis; silver; sand from river tellins and mussels,,,,aultant dun que daultre; heure; ℥; ana,aultant d’un que d’aultre; heure; ℥; ana,hours; ℥; ana; as much of one as the other,,,,,,,,,,,,,mareschaulx,mareschaulx,farriers,,,,palle; cuellere; cassolle de fer; creuset creux,palle; cuellere; cassolle de fer; creuset creux,iron pots; spoon; hollow crucible; shovel,heure,heure,hours,,,
092v,92v,092v_2,casting,Sable des telines et moules de riviere,Sable des telines et moules de riviere,Sand from river tellins and mussels,coquilles; moules; telines,coquilles; moules; telines,tellin; mussel; shell,,,,,,,,,,rivieres deau doulce; riviere,riviere; rivieres d’eau doulce,fresh water rivers; river,sable blanc impalpable; mercure congelle; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure,sable blanc impalpable; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure; mercure congellé,fine tin; looking glass tin; verdet; impalpable white sand; solder; filth; ☿; tin; lead; fine lead; iron; congealed mercury; old water from farriers; shells; mercury; vitriol of saltpetre; aquafortis; silver; sand from river tellins and mussels,,,,aultant dun que daultre; heure; ℥; ana,aultant d’un que d’aultre; heure; ℥; ana,hours; ℥; ana; as much of one as the other,,,,,,,,,,,,,mareschaulx,mareschaulx,farriers,,,,palle; cuellere; cassolle de fer; creuset creux,palle; cuellere; cassolle de fer; creuset creux,iron pots; spoon; hollow crucible; shovel,heure,heure,hours,,,
092v,92v,092v_3,casting,Sable des telines et moules de riviere,Sable des telines et moules de riviere,Sand from river tellins and mussels,coquilles; moules; telines,coquilles; moules; telines,tellin; mussel; shell,,,,,,,,,,rivieres deau doulce; riviere,riviere; rivieres d’eau doulce,fresh water rivers; river,sable blanc impalpable; mercure congelle; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure,sable blanc impalpable; verdet; sable des telines et moules de riviere; argent; fer; ☿; souldeure; plomb fin; vitriol de salpestre; plomb; eau fort; eau vielle des mareschaulx; coquilles; crasse; estaim de glace; estaim fin; estaim; estain; mercure; mercure congellé,fine tin; looking glass tin; verdet; impalpable white sand; solder; filth; ☿; tin; lead; fine lead; iron; congealed mercury; old water from farriers; shells; mercury; vitriol of saltpetre; aquafortis; silver; sand from river tellins and mussels,,,,aultant dun que daultre; heure; ℥; ana,aultant d’un que d’aultre; heure; ℥; ana,hours; ℥; ana; as much of one as the other,,,,,,,,,,,,,mareschaulx,mareschaulx,farriers,,,,palle; cuellere; cassolle de fer; creuset creux,palle; cuellere; cassolle de fer; creuset creux,iron pots; spoon; hollow crucible; shovel,heure,heure,hours,,,
