prefLabel_en,verbatim_term,identity,title
copper,copper,p083v_2, Molding in relief on one part and hollow on the other
copper,copper,p084r_5,Sand from a mine in Thoulouse
copper,copper,p085r_1,Green varnish for medals of copper
copper,copper,p085v_4,Experimented sands
copper,copper,p086v_1,Excellent sand for lead, tin, and copper
copper,copper,p088v_2,Mineral sand
copper,copper,p092r_2,Molding hollow on one side and in relief on the other
copper,copper,p098v_5,Founding
copper,copper,p100v_1,Gemstones
copper,copper,p101r_1,Topaz
copper,copper,p104r_4,For gilding with silver on copper and latten
copper,copper,p107r_1,Catching lizards and snakes
copper,copper,p116v_3,Cast for copper and latten
copper,copper,p119v_1,Fashion of preparing a spalt spat
copper,copper,p120r_1,Medals stamped from wax
copper,copper,p123r_1, A means di far correr lotnegra
copper,copper,p128v_1,Whitening of cast silver
copper,copper,p129v_2,Animals cast in copper
copper,copper,p136v_1,For casting in latten
copper,copper,p137r_1,For casting in red copper
copper,copper,p137v_1,Tempering sand for molds of flat medals
copper,copper,p139v_1,Cast of wax to represent an animal that one has not got
copper,copper,p147v_1,+Cast of copper alloyed with ☾, which is like very base solder / ard and old K and some R out of xii
copper,copper,p147v_4,Cast of latten
copper,copper,p148r_2,Whitening
copper,copper,p154r_3,Sweetening silver
copper,copper,p154r_4,Iron scales
copper,copper,p169r_1,List of processes
copper,rosette copper,p005r_1,Steel mirrors
copper,fine copper,p008v_3,Polishing of stones
copper,fine copper,p023r_1,On petards
copper,fine copper,p080r_1,Petard
copper,fine copper,p085v_2,Mortars
copper,fine copper,p088r_2,Mortars
copper,fine copper,p154r_3,Sweetening silver
copper,red copper,p031r_2,Colored waters
copper,red copper,p032v_3,Founder
copper,red copper,p082v_4,Method of casting in bronze
copper,red copper,p111r_3,For red copper
copper,red copper,p116v_3,Cast for copper and latten
copper,red copper,p136v_1,For casting in latten
copper,red copper,p137r_1,For casting in red copper
copper,red copper,p154v_1,Latten
copper,copper for cauldrons,p085v_2,Mortars
copper,pure red copper from a cauldron or other thin works,p137r_1,For casting in red copper
wheat,wheat,p003r_3,Thick varnish for planks
wheat,wheat,p029r_1,Stucco for molding
wheat,wheat,p088r_5,Baker
wheat,wheat,p151v_1,Wheat oil
garlic,garlic,p003r_3,Thick varnish for planks
garlic,garlic,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
garlic,garlic,p051r_2,Cutters of printing plates
eau-de-vie,eau-de-vie,p003r_3,Thick varnish for planks
eau-de-vie,eau-de-vie,p007r_3,Doublets
eau-de-vie,eau-de-vie,p007r_4,Fish glue or isinglass and mouth glue
eau-de-vie,eau-de-vie,p023r_1,On petards
eau-de-vie,eau-de-vie,p029v_6,Dragon’s blood
eau-de-vie,eau-de-vie,p031r_2,Colored waters
eau-de-vie,eau-de-vie,p040v_1,Cross of the commanders of Malta
eau-de-vie,eau-de-vie,p060v_1,Varnish dry in an hour
eau-de-vie,eau-de-vie,p063r_1,Amaranth color
eau-de-vie,eau-de-vie,p066r_6" continued="yes,* Or mat
eau-de-vie,eau-de-vie,p071r_5,Eau-de-vie
eau-de-vie,eau-de-vie,p077r_4,Recipe for making bronze and varnish of many sorts
eau-de-vie,eau-de-vie,p097v_1,Mastic varnish dry in a half hour
eau-de-vie,eau-de-vie,p099v_6,Varnish
eau-de-vie,eau-de-vie,p106r_2,Making gold run for casting
eau-de-vie,eau-de-vie,p107r_1,Catching lizards and snakes
eau-de-vie,eau-de-vie,p109r_3,Molding wax
eau-de-vie,eau-de-vie,p109v_2,Killing snakes for molding
eau-de-vie,eau-de-vie,p112r_4,Putting to death the animal for molding
eau-de-vie,eau-de-vie,p112v_1,For molding Making the arrangement and disposition of the animal
eau-de-vie,eau-de-vie,p114r_1,Second cast
eau-de-vie,eau-de-vie,p116r_1,Molding bouquets, plants, and flowers
eau-de-vie,eau-de-vie,p116r_2,Molding de en noyau with the same sand, wax images or lead medals and suchlike
eau-de-vie,eau-de-vie,p117r_1,A means of molding flowers and plants
eau-de-vie,eau-de-vie,p117v_4,Molding à noyau figures of wax or medals of lead
eau-de-vie,eau-de-vie,p118v_1,Casting in frames
eau-de-vie,eau-de-vie,p121v_1,For casting in silver
eau-de-vie,eau-de-vie,p126v_3,Plants difficult to burn in the noyau
eau-de-vie,eau-de-vie,p127v_1,Founders’ earth
eau-de-vie,eau-de-vie,p129v_4,Spider molded on a leaf
eau-de-vie,eau-de-vie,p130r_2,For reddening live crayfish, which will seem boiled
eau-de-vie,eau-de-vie,p131r_2,Letters and molded paper
eau-de-vie,eau-de-vie,p137v_1,Tempering sand for molds of flat medals
eau-de-vie,eau-de-vie,p140v_3,Cast of lead and tin in plaster
eau-de-vie,eau-de-vie,p141r_1,Molding a crayfish
eau-de-vie,eau-de-vie,p143r_1,Molding turtles
eau-de-vie,eau-de-vie,p144r_1,Turtles
eau-de-vie,eau-de-vie,p146v_1,Molding turtles
eau-de-vie,eau-de-vie,p152r_1,Molding a rat
eau-de-vie,eau-de-vie,p153r_1,Molding hollow for seals or other things
eau-de-vie,eau-de-vie,p155r_1,Molding a rose
eau-de-vie,eau-de-vie,p156v_1,Molding a fly
eau-de-vie,eau-de-vie,p157v_2,Molding a bird
eau-de-vie,eau-de-vie,p159r_1,Wax portraits
eau-de-vie,eau-de-vie,p159r_3, Fish glue
eau-de-vie,eau-de-vie,p163r_2,Eau-de-vie
eau-de-vie,eau-de-vie,p163v_2,Crocum
eau-de-vie,eau-de-vie,p165v_2,Keeping animals
eau-de-vie,eau-de-vie,p165v_7,Joining some fly wings, or similar
eau-de-vie,eau-de-vie,p169v_2,Reducing a round figure to a hollow form
tinned,tinned,p003r_3,Thick varnish for planks
tinned,tinned,p098r_3,Locksmith
gum,gum,p003v_1,For varnishing
gum,gum,p006r_1,For laying down and seating burnished gold and giving red or green or blue
gum,gum,p041v_3,Colors and gilding on glass
gum,gum,p043r_2,White bronzing on plaster
gum,gum,p052v_2,Colors
gum,gum,p062r_4,Drawing
gum,gum,p065v_6,From nature
gum,gum,p067r_4,Varnish on paper
gum,gum,p071v_1,Varnish
gum,gum,p074v_2,For making yellow varnish
gum,gum,p074v_3,Recipe for white gum
gum,gum,p074v_4,Green gum
gum,gum,p075r_1,Red gum
gum,gum,p078v_2,For making bronze in the color of gold
gum,gum,p094r_1,Furbisher
gum,gum,p129r_1,Painting plants of metal
gum,gum,p142v_1,Molding grasshoppers and things too thin
gum,gums,p071v_1,Varnish
gum,powdered sandarac gum,p004r_1,Varnish of spike lavender oil
gum,tragacanth gum,p029r_1,Stucco for molding
gum,tragacanth gum,p029v_6,Dragon’s blood
gum,tragacanth gum,p052v_2,Colors
gum,medicinal gums,p101v_4,Gum ammoniac
glue,glue,p003v_1,For varnishing
glue,glue,p005v_1,For bronzing in yellow and white
glue,glue,p006r_1,For laying down and seating burnished gold and giving red or green or blue
glue,glue,p007r_1,For gilding with gold color and tinsel
glue,glue,p007r_3,Doublets
glue,glue,p007r_4,Fish glue or isinglass and mouth glue
glue,glue,p042r_2,Wax for seal and imprint
glue,glue,p043r_2,White bronzing on plaster
glue,glue,p043r_4,White bronzing
glue,glue,p056r_2,Varnish for distemper
glue,glue,p057v_2,Painter
glue,glue,p059v_6,Mending the cracks in a panel
glue,glue,p060r_1,First whitening of a panel
glue,glue,p066r_5,Gilding molding for panels with or mat
glue,glue,p075r_3,Bronze like tin
glue,glue,p076v_2,For making black goumiche
glue,glue,p081r_3,Plaster
glue,glue,p081r_4,Carton
glue,glue,p085r_2,Glue
glue,glue,p094r_1,Furbisher
glue,glue,p155v_1,Rose
glue,glue,p156v_1,Molding a fly
glue,glue,p157r_5,Flies
glue,glue,p165r_6,Repairing snakes and lizards
glue,glues,p057v_1,Sheath maker
glue,glues,p094r_1,Furbisher
glue,glues,p118r_3,For grottos
glue,glues,p155v_1,Rose
glue,hide glue,p003v_1,For varnishing
glue,hide glue,p004r_1,Varnish of spike lavender oil
glue,hide glue,p007v_1,For giving the color of all kinds of metals to wood &amp; other things
glue,distemper glue,p003v_1,For varnishing
glue,distemper glue,p006r_1,For laying down and seating burnished gold and giving red or green or blue
glue,distemper glue,p060r_1,First whitening of a panel
glue,distemper glue,p066r_5,Gilding molding for panels with or mat
glue,strong glue,p007r_1,For gilding with gold color and tinsel
glue,strong glue,p010r_1,Counterfeit jasper
glue,strong glue,p010v_1,For painting in oil on taffeta without the oil running
glue,strong glue,p029r_1,Stucco for molding
glue,strong glue,p029v_4,Seat for gold
glue,strong glue,p057v_1,Sheath maker
glue,strong glue,p081r_4,Carton
glue,strong glue,p110r_2,Rock &amp; grotto
glue,strong glue,p118r_3,For grottos
glue,mouth glue,p007r_4,Fish glue or isinglass and mouth glue
glue,fish glue,p007r_4,Fish glue or isinglass and mouth glue
glue,fish glue,p129v_4,Spider molded on a leaf
glue,fish glue,p155v_1,Rose
glue,fish glue,p156v_1,Molding a fly
glue,fish glue,p157r_5,Flies
glue,fish glue,p159r_3, Fish glue
glue,fish glue,p165r_6,Repairing snakes and lizards
glue,fish glue,p165v_7,Joining some fly wings, or similar
glue,starch glue,p010v_2,Seat for gold leaf on parchment or paper
glue,paste glue,p029r_1,Stucco for molding
glue,joiner’s glue,p032r_3,For layering gold in distemper
glue,quite white glue,p042v_6,White varnish on plaster
glue,painters’ distemper glue,p043r_2,White bronzing on plaster
glue,glue of partenay or parchment,p073v_1,For c coating it
glue,flour glue,p074r_3,For making varnish
glue,clear glue,p075r_2,Bronze of copper
glue,very clear glue,p075v_2,For gilding on wood
glue,very clear glue,p078r_1,Another varnish
glue,very clear glue,p078v_4,For making bronze
sandarac,sandarac,p003v_1,For varnishing
sandarac,sandarac,p004r_1,Varnish of spike lavender oil
sandarac,sandarac,p029v_1,Color of gold without gold on silver
sandarac,sandarac,p071v_1,Varnish
sandarac,sandarac,p073v_2,Varnish
sandarac,sandarac,p073v_3,Another recipe for making varnish
sandarac,pulverized sandarac,p004r_1,Varnish of spike lavender oil
sandarac,well-pestled sandarac,p074r_3,For making varnish
iron,iron,p003v_1,For varnishing
iron,iron,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
iron,iron,p004v_3,Varnish of iron etchers
iron,iron,p006v_2,For stampings to embellish and encrust or cover the edges of mirrors, the tops of chests, or the friezes of bed valances
iron,iron,p007r_1,For gilding with gold color and tinsel
iron,iron,p010r_5,Powder for hourglasses
iron,iron,p010v_3,For cleaning gold leaf applied to iron
iron,iron,p012v_3,For whitening enilanroc
iron,iron,p016r_1,Founding of soft iron
iron,iron,p017r_1,On the gunner
iron,iron,p022v_1,Orgues
iron,iron,p023r_1,On petards
iron,iron,p023v_1,On petards
iron,iron,p024v_1,For bringing a cannon over land
iron,iron,p028v_1,Pewterers
iron,iron,p030r_2,Pewterer
iron,iron,p032v_3,Founder
iron,iron,p036v_3,Glassworkers’ glass
iron,iron,p037r_3,Foil backings for the  gemstones
iron,iron,p039r_2,Pastel woad
iron,iron,p048v_1,Extraction of regulus
iron,iron,p049r_1,Casting of lead
iron,iron,p050v_2,Curried steel and files
iron,iron,p053r_2,Copper
iron,iron,p063r_3,Casting
iron,iron,p068r_3,Casting
iron,iron,p072r_2,Casting in copper 
iron,iron,p073r_5,For making bronze in gold color
iron,iron,p076v_4,For gilding iron or tin
iron,iron,p078v_1,For making bronze in the color of steel
iron,iron,p081r_3,Plaster
iron,iron,p081v_2,Making copper and latten run
iron,iron,p081v_4,Frame casting
iron,iron,p082r_2,Frame
iron,iron,p082v_4,Method of casting in bronze
iron,iron,p085v_4,Experimented sands
iron,iron,p087v_3,Sand of the mine of Thoulouse
iron,iron,p088r_2,Mortars
iron,iron,p092v_2,Congealing mercury
iron,iron,p094r_1,Furbisher
iron,iron,p097r_2,Gilding
iron,iron,p098r_2,Borders of a garden
iron,iron,p098r_3,Locksmith
iron,iron,p098v_5,Founding
iron,iron,p101r_1,Topaz
iron,iron,p104r_2,For etching on iron
iron,iron,p105v_4,Nightingale
iron,iron,p106r_2,Making gold run for casting
iron,iron,p106v_1,Casting in gold
iron,iron,p110v_2,Wheat oil
iron,iron,p112v_1,For molding Making the arrangement and disposition of the animal
iron,iron,p118v_1,Casting in frames
iron,iron,p125r_2,Scimitars
iron,iron,p126v_3,Plants difficult to burn in the noyau
iron,iron,p129v_1,Animals dried in the oven for a long time
iron,iron,p133r_3,Marks from the points of iron wire which are found on the head of the animal
iron,iron,p134r_1,For mending a pierced mold
iron,iron,p136v_1,For casting in latten
iron,iron,p139r_1,Casts of lead and tin
iron,iron,p141r_1,Molding a crayfish
iron,iron,p144r_1,Turtles
iron,iron,p145v_1,Molding plants and flowers
iron,iron,p146v_1,Molding turtles
iron,iron,p148r_2,Whitening
iron,iron,p148r_4,Crocum ferri
iron,iron,p149r_1,Softening iron and rendering it very soft
iron,iron,p149r_3,Various arts from Germany
iron,iron,p150v_1,Molding hollow
iron,iron,p151v_1,Wheat oil
iron,iron,p152r_1,Molding a rat
iron,iron,p152v_1,Repairing cast things
iron,iron,p155v_1,Rose
iron,iron,p156v_1,Molding a fly
iron,iron,p160r_1,Press for the large molds
iron,iron,p161v_1,Crocum ferri
iron,iron,p165v_1,Stance of animals
iron,iron,p167r_1,Petards
iron,iron,p169r_1,List of processes
iron,brittle iron,p016r_1,Founding of soft iron
iron,soft iron,p016r_1,Founding of soft iron
iron,soft iron,p067v_1,Files
iron,soft iron,p125r_2,Scimitars
iron,soft iron,p167r_1,Petards
iron,white iron,p033v_2,For making blood or wine issue from someone’s forehead or from a wall
iron,strong iron,p050v_2,Curried steel and files
iron,common iron,p050v_2,Curried steel and files
iron,very soft iron,p050v_2,Curried steel and files
iron,molten iron,p050v_2,Curried steel and files
iron,hot iron,p057v_1,Sheath maker
iron,iron or pin filings,p072v_1,Casting
iron,rather strong iron,p146v_1,Molding turtles
ebony,ebony,p004r_1,Varnish of spike lavender oil
ebony,ebony,p015v_1,Tablets
plaster,plaster,p004r_1,Varnish of spike lavender oil
plaster,plaster,p005r_1,Steel mirrors
plaster,plaster,p012r_1,For molding sulfur
plaster,plaster,p012r_4,Plaster
plaster,plaster,p012v_1,Molding stucco promptly
plaster,plaster,p029r_1,Stucco for molding
plaster,plaster,p041r_03,Sand
plaster,plaster,p042r_3,For casting in plaster
plaster,plaster,p042v_6,White varnish on plaster
plaster,plaster,p043r_2,White bronzing on plaster
plaster,plaster,p050r_2,Molding
plaster,plaster,p081r_2,Earth for molding
plaster,plaster,p081r_3,Plaster
plaster,plaster,p083r_2,Sand for copper medals
plaster,plaster,p106v_2,
plaster,plaster,p107r_1,Catching lizards and snakes
plaster,plaster,p111v_5,Composition of sand
plaster,plaster,p112r_3,Molding en noyau. Mixture of sand
plaster,plaster,p117v_4,Molding à noyau figures of wax or medals of lead
plaster,plaster,p118v_1,Casting in frames
plaster,plaster,p119v_1,Fashion of preparing a spalt spat
plaster,plaster,p120r_2,Sand for casting in gold
plaster,plaster,p120v_3,Making silver run
plaster,plaster,p121v_1,For casting in silver
plaster,plaster,p125r_1,Plaster
plaster,plaster,p125v_2,Molding turtles
plaster,plaster,p125v_3,Plaster for casting in wax
plaster,plaster,p126r_1,Molding fruits and animals in sugar
plaster,plaster,p126v_2,Plaster
plaster,plaster,p127r_1,Molds of plaster for wax
plaster,plaster,p127v_1,Founders’ earth
plaster,plaster,p132r_1,Mold made in two casts
plaster,plaster,p140v_3,Cast of lead and tin in plaster
plaster,plaster,p150r_3,Molds
plaster,plaster,p150v_1,Molding hollow
plaster,plaster,p152v_1,Repairing cast things
plaster,plaster,p159v_4,Plaster alone
plaster,plaster,p160v_1,Molding a foot or hand
plaster,plaster,p164v_2,Sand
plaster,plaster,p165r_4,Plaster for molding
plaster,plaster,p169v_2,Reducing a round figure to a hollow form
plaster,reheated plaster,p105v_2,Fountain maker
plaster,plaster of paris,p106r_2,Making gold run for casting
plaster,ground raw plaster,p106r_2,Making gold run for casting
plaster,common plaster,p116v_1,Molding snakes in all weather
plaster,good plaster,p118r_2,For removing flashing and barbs from things molded à noyau
plaster,good plaster,p165r_4,Plaster for molding
plaster,white plaster,p139v_1,Cast of wax to represent an animal that one has not got
plaster,white plaster,p169v_2,Reducing a round figure to a hollow form
plaster,strong plaster,p148v_1,Molding turtles
plaster,stone plaster,p159v_4,Plaster alone
plaster,fat plaster,p165r_4,Plaster for molding
soap,soap,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
soap,soap,p032r_3,For layering gold in distemper
soap,soap,p048v_1,Extraction of regulus
soap,soap,p051r_1,Counterproofing
soap,soap,p065r_4,Fatty colors
soap,soap,p065v_6,From nature
soap,white soap,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
soap,black soap,p020v_4,Against burn
soap,black soap,p048v_1,Extraction of regulus
soap,soap from venice,p149r_1,Softening iron and rendering it very soft
ash,ashes,p004r_2,For removing varnish from an old panel that is yellowish &amp; varnishing it anew
ash,ashes,p011v_1,Color of Damascus steel on knives
ash,ashes,p012v_3,For whitening enilanroc
ash,ashes,p040v_4,Aquafortis
ash,ashes,p053r_4,Molding with paper
ash,ashes,p056v_1,Painter
ash,ashes,p061r_1,Flesh colors
ash,ashes,p077v_1,Another approved varnish
ash,ashes,p077v_2,Another varnish
ash,ashes,p079r_3,For making bronze in the color of gold
ash,ashes,p083v_1,A way for molding excellently with water
ash,ashes,p088r_5,Baker
ash,ashes,p089r_1,Sand of burnt ox bones and rock salt
ash,ashes,p093r_5,Sand
ash,ashes,p096v_1,Grey guards
ash,ashes,p097r_2,Gilding
ash,ashes,p097v_1,Mastic varnish dry in a half hour
ash,ashes,p099v_6,Varnish
ash,ashes,p115r_2,Animal after release
ash,ashes,p115v_3,Reheating the noyau molds
ash,ashes,p117v_1,For making the ashes of flowers and plants leave molds
ash,ashes,p118r_2,For removing flashing and barbs from things molded à noyau
ash,ashes,p121v_2,Silver for casting
ash,ashes,p126v_3,Plants difficult to burn in the noyau
ash,ashes,p127v_1,Founders’ earth
ash,ashes,p145v_1,Molding plants and flowers
ash,ashes,p155r_1,Molding a rose
ash,ashes,p157r_4,Arranging plants or flowers for casting
ash,ashes,p157v_1,Ash in the molds
ash,ashes,p162v_4,Molds of things that do not release
ash,ash,p005v_1,For bronzing in yellow and white
ash,ash,p006v_1,For ga cachcages
ash,ash,p039v_3,Tracing some history on glass
ash,ash,p058v_5,Paintbrushes
ash,ash,p062v_1,Drawing
ash,ash,p069r_2,Sand
ash,ash,p096v_1,Grey guards
ash,ash,p096v_3,Yellow varnish
ash,ash,p117v_1,For making the ashes of flowers and plants leave molds
ash,ash,p128r_1,Casting in silver and gold
ash,ash,p130v_1,Molding a crab
ash,ash,p139r_1,Casts of lead and tin
ash,ash,p139v_1,Cast of wax to represent an animal that one has not got
ash,ash,p150v_1,Molding hollow
ash,ash,p157v_1,Ash in the molds
ash,ash,p158r_1,Mercury in the molds for cleaning
ash,ash,p163v_1,Crayfish
ash,ash,p170r_6,Cleaning closed molds
ash,azure ashes,p011r_1,Painting esmail d’azur in oil
ash,tempered ashes,p016r_1,Founding of soft iron
ash,fern ashes,p036v_3,Glassworkers’ glass
ash,rye straw ashes,p049r_2,Sand for lead casting
ash,ashes of walnut tree or vine,p049r_3,Another
ash,common ashes,p056v_1,Painter
ash,azure ash,p062r_3,Distant people and animals
ash,ash of vine shoots,p073r_3,For ridding bone or horn of grease
ash,ashes of paper,p090r_3,All sands can be rendered good
ash,white ash of all woods,p093r_4,Sand
ash,hot ashes,p126v_1,Crocum ferri
ash,hot ashes,p159r_3, Fish glue
ash,hot ashes,p164v_1,Molds
ash,sifted ash,p127v_1,Founders’ earth
ash,hot ash,p137r_2,Huile tingente to make metals run
ash,hot ash,p159r_4,Tin and lead
ash,ashes of the wax,p150v_1,Molding hollow
ash,good ashes,p157r_3,Cleaning and degreasing your works cast from tin and others
onion,onions,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
onion,onions,p074r_3,For making varnish
onion,onion,p020v_4,Against burn
smoke,smokes,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
smoke,smokes,p004v_3,Varnish of iron etchers
smoke,smokes,p069r_2,Sand
smoke,smokes,p082v_4,Method of casting in bronze
smoke,smokes,p084r_5,Sand from a mine in Thoulouse
smoke,smokes,p132r_1,Mold made in two casts
smoke,smokes,p132r_2,Method for reheating the molds
smoke,smokes,p135v_1,Casting in ☼
smoke,smokes,p139v_1,Cast of wax to represent an animal that one has not got
smoke,smoke,p017r_1,On the gunner
smoke,smoke,p033r_2,XFor relighting an extinguished candle between your hands without blowing
smoke,smoke,p038r_4,Amber
smoke,smoke,p040v_3,Metal
smoke,smoke,p040v_4,Aquafortis
smoke,smoke,p047v_2,Founding
smoke,smoke,p049r_1,Casting of lead
smoke,smoke,p053v_1,Silkworms
smoke,smoke,p068r_3,Casting
smoke,smoke,p075v_2,For gilding on wood
smoke,smoke,p077r_2, Medicine of the orientals against all maladies
smoke,smoke,p082v_2,Casting lead in lead
smoke,smoke,p096v_3,Yellow varnish
smoke,smoke,p102r_2,For the furnace
smoke,smoke,p106r_2,Making gold run for casting
smoke,smoke,p118v_1,Casting in frames
smoke,smoke,p120r_2,Sand for casting in gold
smoke,smoke,p164r_4,Blowing
smoke,smoke,p164v_3,Molds
smoke,smoke of partridge or of yellow or red cloth,p007r_1,For gilding with gold color and tinsel
smoke,sulfur smoke,p013r_4,Fine sieves of raw silk
smoke,sulfur smoke,p068r_3,Casting
smoke,smoke of safre,p038r_4,Amber
smoke,lamp smoke,p051r_2,Cutters of printing plates
smoke,lamp smoke,p058v_1,Blacks
smoke,lamp smoke,p138v_3,Counterfeit diamonds put in a work
smoke,lamp smoke,p153r_1,Molding hollow for seals or other things
smoke,smoke of a tallow candle,p118v_1,Casting in frames
smoke,candle smoke,p131r_5,Molded waxes
smoke,candle smoke,p153r_1,Molding hollow for seals or other things
smoke,candle smoke,p158v_3,Candle smoke
smoke,calamine smoke,p136v_1,For casting in latten
smoke,strong smoke,p137r_1,For casting in red copper
sand,sands,p004v_1,Black varnish for sword guard, bands for trunks, &amp;c
sand,sands,p068r_3,Casting
sand,sands,p069r_2,Sand
sand,sands,p083r_2,Sand for copper medals
sand,sands,p084r_5,Sand from a mine in Thoulouse
sand,sands,p084v_1,Sand
sand,sands,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
sand,sands,p087v_3,Sand of the mine of Thoulouse
sand,sands,p090r_3,All sands can be rendered good
sand,sands,p090v_1,Terre fondue of potters
sand,sands,p106r_2,Making gold run for casting
sand,sands,p106v_2,
sand,sands,p112r_2,Decoction of sands
sand,sands,p126v_3,Plants difficult to burn in the noyau
sand,sands,p139v_1,Cast of wax to represent an animal that one has not got
sand,sand,p011v_1,Color of Damascus steel on knives
sand,sand,p015r_2,Foundry casting
sand,sand,p015r_3,Casting gold and silver
sand,sand,p026r_2,Petard
sand,sand,p041r_03,Sand
sand,sand,p041r_1,Earth for casting, for founders
sand,sand,p050v_1,Small birds
sand,sand,p067r_2,Sand
sand,sand,p067v_2,Bones of the foot of oxen for sand
sand,sand,p068r_3,Casting
sand,sand,p069r_2,Sand
sand,sand,p071v_4,Sand
sand,sand,p072r_2,Casting in copper 
sand,sand,p072v_1,Casting
sand,sand,p081r_1,Sand
sand,sand,p081v_1,Sand
sand,sand,p081v_2,Making copper and latten run
sand,sand,p081v_3,Sand
sand,sand,p081v_4,Frame casting
sand,sand,p082r_3,Glair of eggs
sand,sand,p083r_3,Another sand
sand,sand,p083r_6,Excellent sand
sand,sand,p083v_2, Molding in relief on one part and hollow on the other
sand,sand,p084r_5,Sand from a mine in Thoulouse
sand,sand,p084v_1,Sand
sand,sand,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
sand,sand,p085r_1,Green varnish for medals of copper
sand,sand,p085v_4,Experimented sands
sand,sand,p086v_1,Excellent sand for lead, tin, and copper
sand,sand,p087v_1,Sand, slate, and burned earth
sand,sand,p090r_2,Sand
sand,sand,p092r_1,Sand Mixture easy to melt
sand,sand,p093r_4,Sand
sand,sand,p093r_5,Sand
sand,sand,p098v_5,Founding
sand,sand,p100v_1,Gemstones
sand,sand,p106r_2,Making gold run for casting
sand,sand,p106v_2,
sand,sand,p106v_3,Tiles
sand,sand,p107r_1,Catching lizards and snakes
sand,sand,p108r_2,Spalt
sand,sand,p109r_3,Molding wax
sand,sand,p110v_2,Wheat oil
sand,sand,p111v_5,Composition of sand
sand,sand,p112r_1,For tempering sand
sand,sand,p112r_3,Molding en noyau. Mixture of sand
sand,sand,p112v_1,For molding Making the arrangement and disposition of the animal
sand,sand,p113r_1,Tempering the sand and molding the first cast
sand,sand,p114r_1,Second cast
sand,sand,p115r_1,Make the cast, reheat the molds, &amp;c Note about everything above |-|
sand,sand,p116r_1,Molding bouquets, plants, and flowers
sand,sand,p116r_2,Molding de en noyau with the same sand, wax images or lead medals and suchlike
sand,sand,p116v_2,Mixture of tin and lead
sand,sand,p117r_1,A means of molding flowers and plants
sand,sand,p117v_4,Molding à noyau figures of wax or medals of lead
sand,sand,p118r_2,For removing flashing and barbs from things molded à noyau
sand,sand,p118v_1,Casting in frames
sand,sand,p119r_1,Advice about the above
sand,sand,p119v_2,Excellent secret for molding hollow and very delicately in fine gold
sand,sand,p120v_6,Keeping dry flowers in the same state all year
sand,sand,p121v_1,For casting in silver
sand,sand,p122r_2,Flower in the mouth of the snake
sand,sand,p122v_1,Cleaning the bowl and the spoon with which one tempers the sand
sand,sand,p125r_2,Scimitars
sand,sand,p127v_1,Founders’ earth
sand,sand,p128r_1,Casting in silver and gold
sand,sand,p129v_1,Animals dried in the oven for a long time
sand,sand,p129v_4,Spider molded on a leaf
sand,sand,p130r_3,Molding a single spider
sand,sand,p130v_1,Molding a crab
sand,sand,p132r_1,Mold made in two casts
sand,sand,p132v_2,Crocum ferri
sand,sand,p133r_3,Marks from the points of iron wire which are found on the head of the animal
sand,sand,p133r_4,Clamps and broken mold
sand,sand,p133v_1,Bubbles and little holes which are found in the mold
sand,sand,p135v_1,Casting in ☼
sand,sand,p136v_1,For casting in latten
sand,sand,p137r_1,For casting in red copper
sand,sand,p137v_1,Tempering sand for molds of flat medals
sand,sand,p138v_1,Talcum mixed in the molds
sand,sand,p139r_1,Casts of lead and tin
sand,sand,p141r_1,Molding a crayfish
sand,sand,p143r_2,Molders from Foix
sand,sand,p144r_1,Turtles
sand,sand,p145r_2,Cuttlefish bone
sand,sand,p145v_1,Molding plants and flowers
sand,sand,p145v_2,
sand,sand,p146v_1,Molding turtles
sand,sand,p150v_1,Molding hollow
sand,sand,p152r_1,Molding a rat
sand,sand,p152v_1,Repairing cast things
sand,sand,p153r_1,Molding hollow for seals or other things
sand,sand,p153v_1,Testing the goodness and strength of a sand to be reheated
sand,sand,p154r_3,Sweetening silver
sand,sand,p154r_4,Iron scales
sand,sand,p155r_1,Molding a rose
sand,sand,p156r_1,Molding promptly and reducing a hollow form to a relief
sand,sand,p158r_1,Mercury in the molds for cleaning
sand,sand,p159v_2,Carnation
sand,sand,p160r_2,Sand for flowers
sand,sand,p161r_1,Preparation of sand for frames
sand,sand,p163r_2,Eau-de-vie
sand,sand,p164v_1,Molds
sand,sand,p165v_1,Stance of animals
sand,sand,p169v_1,Molding very thin like bimbalotiers do
sand,thin sand,p005r_1,Steel mirrors
sand,artificial sand,p015r_2,Foundry casting
sand,founders' sand,p015r_3,Casting gold and silver
sand,sand for casting,p042v_4,Sand for casting
sand,sand for lead,p049r_2,Sand for lead casting
sand,sand for lead,p083r_1,Sand for lead
sand,sand for lead,p084v_4,Sand for lead, the most excellent of all, for high and low reliefs
sand,river sand,p049v_1,Birds
sand,river sand,p120v_6,Keeping dry flowers in the same state all year
sand,lean sand,p053r_6,Casting of lead and copper
sand,lean sand,p084v_1,Sand
